,Player,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
447,timmy horne,10.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,6.5,9.0,0.0,0.5,0.0,0.0
448,tj smith,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.75,2.5,0.25,0.0,0.0,0.0
449,tk mclendon,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,5.0,0.0,0.0,0.0,0.0
450,tommy togiai,8.666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.8333333333333334,19.0,7.666666666666667,11.333333333333334,0.6666666666666666,1.6666666666666667,0.0,0.0
451,travis bell,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
452,travis jones,16.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.25,30.0,17.0,13.0,2.5,3.5,0.0,0.0
453,trent harris,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0
454,trey hendrickson,17.0,17.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,17.5,43.0,28.0,15.0,16.0,25.0,0.0,6.0
455,truman jones,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
456,trysten hill,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,11.5,8.5,3.0,2.5,4.0,0.0,0.0
457,ty mcgill,3.75,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,3.5,1.75,1.75,0.5,1.25,0.0,0.0
458,tyeler davison,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
459,tyler davis,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,29.0,12.0,17.0,2.0,1.0,0.0,0.0
460,tyler lacy,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,7.0,1.0,3.0,0.0,0.0
461,tyler lancaster,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,15.0,16.0,3.0,0.0,0.0,0.0
462,tyler shelvin,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
463,tyquan lewis,10.5,2.5,0.25,2.0,0.0,2.0,1.75,0.5,0.25,0.0,0.0,0.0,2.25,19.25,12.5,6.75,4.0,6.75,0.0,0.0
464,tyree wilson,16.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,4.0,28.0,16.0,12.0,4.0,9.0,0.0,0.0
465,tyrus wheat,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,8.5,4.0,4.5,0.5,0.5,0.0,0.0
466,tyson alualu,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0
467,vernon butler,5.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,4.0,3.5,0.0,0.5,0.0,0.0
468,victor dimukeje,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0
469,vincent taylor,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
470,vinny curry,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,6.0,2.0,1.0,0.0,0.0
471,will anderson,15.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,45.0,29.0,16.0,10.0,22.0,0.0,7.0
472,will mcdonald,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,14.0,9.0,5.0,4.0,5.0,0.0,0.0
473,william bradley-king,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.5,0.5,3.0,0.0,0.5,0.0,0.0
474,william gholston,16.5,2.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,15.5,8.0,7.5,0.5,2.0,0.0,0.0
475,woodrow hamilton,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
476,xavier williams,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
477,yannick ngakoue,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,13.0,9.0,6.0,7.0,0.0,0.0
478,yetur gross-matos,12.333333333333334,2.6666666666666665,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,4.0,27.666666666666668,17.0,10.666666666666666,6.0,7.0,0.0,0.0
479,za'darius smith,8.5,8.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,2.75,14.0,9.5,4.5,4.0,10.0,0.0,0.0
480,zacch pickens,13.0,1.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.75,19.5,8.5,11.0,1.0,2.0,0.0,0.0
481,zach allen,15.0,15.0,0.0,0.0,0.0,0.0,4.5,0.5,0.0,0.0,0.0,0.0,5.25,53.5,25.0,28.5,9.0,22.0,0.0,0.0
482,zach harrison,16.5,0.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,2.0,29.5,12.0,17.5,3.5,3.0,0.5,0.0
483,zach kerr,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0
484,zach sieler,17.0,17.0,1.0,5.0,1.0,5.0,4.0,1.0,0.0,2.0,3.0,0.0,10.0,63.0,32.0,31.0,11.0,22.0,0.0,0.0
485,zachary carter,14.5,3.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.75,22.5,9.0,13.5,0.5,2.0,0.0,0.0
486,zion logue,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
